customer_id,churned,churn_reason
CUST_00001,1,competitor_price
CUST_00002,0,
CUST_00003,1,poor_service
CUST_00004,0,
CUST_00005,1,technical_issues
CUST_00006,0,
CUST_00007,0,
CUST_00008,0,
CUST_00009,0,
CUST_00010,0,
CUST_00011,0,
CUST_00012,0,
CUST_00013,0,
CUST_00014,0,
CUST_00015,0,
CUST_00016,0,
CUST_00017,0,
CUST_00018,0,
CUST_00019,0,
CUST_00020,0,
CUST_00021,0,
CUST_00022,0,
CUST_00023,0,
CUST_00024,0,
CUST_00025,0,
CUST_00026,0,
CUST_00027,1,poor_service
CUST_00028,1,technical_issues
CUST_00029,0,
CUST_00030,0,
CUST_00031,0,
CUST_00032,1,poor_service
CUST_00033,0,
CUST_00034,0,
CUST_00035,0,
CUST_00036,1,competitor_price
CUST_00037,0,
CUST_00038,0,
CUST_00039,0,
CUST_00040,0,
CUST_00041,0,
CUST_00042,0,
CUST_00043,1,competitor_price
CUST_00044,0,
CUST_00045,0,
CUST_00046,0,
CUST_00047,0,
CUST_00048,1,competitor_price
CUST_00049,0,
CUST_00050,1,competitor_price
CUST_00051,1,poor_service
CUST_00052,0,
CUST_00053,0,
CUST_00054,0,
CUST_00055,0,
CUST_00056,0,
CUST_00057,0,
CUST_00058,0,
CUST_00059,0,
CUST_00060,0,
CUST_00061,0,
CUST_00062,0,
CUST_00063,0,
CUST_00064,0,
CUST_00065,0,
CUST_00066,0,
CUST_00067,0,
CUST_00068,0,
CUST_00069,0,
CUST_00070,0,
CUST_00071,0,
CUST_00072,1,price_increase
CUST_00073,0,
CUST_00074,0,
CUST_00075,0,
CUST_00076,1,relocation
CUST_00077,0,
CUST_00078,0,
CUST_00079,0,
CUST_00080,0,
CUST_00081,0,
CUST_00082,0,
CUST_00083,0,
CUST_00084,0,
CUST_00085,0,
CUST_00086,0,
CUST_00087,0,
CUST_00088,0,
CUST_00089,0,
CUST_00090,0,
CUST_00091,0,
CUST_00092,0,
CUST_00093,0,
CUST_00094,0,
CUST_00095,0,
CUST_00096,0,
CUST_00097,0,
CUST_00098,1,competitor_price
CUST_00099,0,
CUST_00100,0,
CUST_00101,0,
CUST_00102,0,
CUST_00103,0,
CUST_00104,0,
CUST_00105,0,
CUST_00106,1,competitor_price
CUST_00107,0,
CUST_00108,0,
CUST_00109,0,
CUST_00110,0,
CUST_00111,1,competitor_price
CUST_00112,0,
CUST_00113,0,
CUST_00114,0,
CUST_00115,0,
CUST_00116,0,
CUST_00117,1,competitor_price
CUST_00118,0,
CUST_00119,0,
CUST_00120,0,
CUST_00121,0,
CUST_00122,0,
CUST_00123,0,
CUST_00124,0,
CUST_00125,1,poor_service
CUST_00126,1,poor_service
CUST_00127,0,
CUST_00128,0,
CUST_00129,0,
CUST_00130,0,
CUST_00131,0,
CUST_00132,1,competitor_price
CUST_00133,0,
CUST_00134,0,
CUST_00135,0,
CUST_00136,0,
CUST_00137,0,
CUST_00138,0,
CUST_00139,0,
CUST_00140,0,
CUST_00141,0,
CUST_00142,1,competitor_price
CUST_00143,0,
CUST_00144,0,
CUST_00145,0,
CUST_00146,0,
CUST_00147,0,
CUST_00148,1,competitor_price
CUST_00149,0,
CUST_00150,0,
CUST_00151,0,
CUST_00152,0,
CUST_00153,0,
CUST_00154,0,
CUST_00155,0,
CUST_00156,0,
CUST_00157,0,
CUST_00158,0,
CUST_00159,0,
CUST_00160,0,
CUST_00161,0,
CUST_00162,0,
CUST_00163,0,
CUST_00164,0,
CUST_00165,0,
CUST_00166,0,
CUST_00167,0,
CUST_00168,1,competitor_price
CUST_00169,0,
CUST_00170,0,
CUST_00171,0,
CUST_00172,0,
CUST_00173,0,
CUST_00174,1,technical_issues
CUST_00175,0,
CUST_00176,0,
CUST_00177,0,
CUST_00178,0,
CUST_00179,0,
CUST_00180,0,
CUST_00181,0,
CUST_00182,0,
CUST_00183,0,
CUST_00184,0,
CUST_00185,1,competitor_price
CUST_00186,0,
CUST_00187,0,
CUST_00188,1,poor_service
CUST_00189,0,
CUST_00190,0,
CUST_00191,0,
CUST_00192,0,
CUST_00193,0,
CUST_00194,0,
CUST_00195,0,
CUST_00196,0,
CUST_00197,0,
CUST_00198,0,
CUST_00199,0,
CUST_00200,0,
CUST_00201,0,
CUST_00202,0,
CUST_00203,0,
CUST_00204,0,
CUST_00205,0,
CUST_00206,0,
CUST_00207,1,technical_issues
CUST_00208,0,
CUST_00209,0,
CUST_00210,0,
CUST_00211,0,
CUST_00212,0,
CUST_00213,0,
CUST_00214,0,
CUST_00215,1,price_increase
CUST_00216,0,
CUST_00217,0,
CUST_00218,0,
CUST_00219,0,
CUST_00220,0,
CUST_00221,0,
CUST_00222,0,
CUST_00223,0,
CUST_00224,0,
CUST_00225,0,
CUST_00226,0,
CUST_00227,0,
CUST_00228,0,
CUST_00229,0,
CUST_00230,0,
CUST_00231,0,
CUST_00232,0,
CUST_00233,0,
CUST_00234,0,
CUST_00235,0,
CUST_00236,0,
CUST_00237,0,
CUST_00238,0,
CUST_00239,0,
CUST_00240,0,
CUST_00241,0,
CUST_00242,0,
CUST_00243,0,
CUST_00244,0,
CUST_00245,1,price_increase
CUST_00246,0,
CUST_00247,1,technical_issues
CUST_00248,1,competitor_price
CUST_00249,0,
CUST_00250,0,
CUST_00251,0,
CUST_00252,1,technical_issues
CUST_00253,0,
CUST_00254,0,
CUST_00255,1,relocation
CUST_00256,0,
CUST_00257,0,
CUST_00258,0,
CUST_00259,0,
CUST_00260,0,
CUST_00261,0,
CUST_00262,0,
CUST_00263,1,competitor_price
CUST_00264,1,poor_service
CUST_00265,1,price_increase
CUST_00266,1,poor_service
CUST_00267,0,
CUST_00268,0,
CUST_00269,1,competitor_price
CUST_00270,0,
CUST_00271,0,
CUST_00272,0,
CUST_00273,0,
CUST_00274,0,
CUST_00275,0,
CUST_00276,0,
CUST_00277,0,
CUST_00278,0,
CUST_00279,0,
CUST_00280,0,
CUST_00281,0,
CUST_00282,0,
CUST_00283,0,
CUST_00284,0,
CUST_00285,0,
CUST_00286,0,
CUST_00287,0,
CUST_00288,0,
CUST_00289,0,
CUST_00290,0,
CUST_00291,0,
CUST_00292,0,
CUST_00293,0,
CUST_00294,1,competitor_price
CUST_00295,0,
CUST_00296,1,poor_service
CUST_00297,1,competitor_price
CUST_00298,0,
CUST_00299,0,
CUST_00300,0,
CUST_00301,1,technical_issues
CUST_00302,0,
CUST_00303,0,
CUST_00304,0,
CUST_00305,0,
CUST_00306,0,
CUST_00307,0,
CUST_00308,0,
CUST_00309,0,
CUST_00310,0,
CUST_00311,0,
CUST_00312,0,
CUST_00313,0,
CUST_00314,0,
CUST_00315,0,
CUST_00316,1,technical_issues
CUST_00317,1,competitor_price
CUST_00318,0,
CUST_00319,1,price_increase
CUST_00320,0,
CUST_00321,0,
CUST_00322,0,
CUST_00323,0,
CUST_00324,0,
CUST_00325,0,
CUST_00326,0,
CUST_00327,0,
CUST_00328,0,
CUST_00329,0,
CUST_00330,0,
CUST_00331,0,
CUST_00332,0,
CUST_00333,0,
CUST_00334,0,
CUST_00335,0,
CUST_00336,0,
CUST_00337,0,
CUST_00338,0,
CUST_00339,0,
CUST_00340,0,
CUST_00341,0,
CUST_00342,0,
CUST_00343,0,
CUST_00344,0,
CUST_00345,0,
CUST_00346,0,
CUST_00347,0,
CUST_00348,0,
CUST_00349,0,
CUST_00350,0,
CUST_00351,1,poor_service
CUST_00352,1,competitor_price
CUST_00353,1,relocation
CUST_00354,0,
CUST_00355,0,
CUST_00356,1,relocation
CUST_00357,0,
CUST_00358,1,technical_issues
CUST_00359,0,
CUST_00360,0,
CUST_00361,1,price_increase
CUST_00362,0,
CUST_00363,0,
CUST_00364,0,
CUST_00365,1,technical_issues
CUST_00366,0,
CUST_00367,0,
CUST_00368,0,
CUST_00369,0,
CUST_00370,0,
CUST_00371,0,
CUST_00372,0,
CUST_00373,0,
CUST_00374,0,
CUST_00375,0,
CUST_00376,0,
CUST_00377,0,
CUST_00378,0,
CUST_00379,0,
CUST_00380,0,
CUST_00381,0,
